ner,label,count
Great Assam,PERSON,1
the late '70s,DATE,1
16 dollars,MONEY,1
$27per pound,MONEY,1
Super Fragrant,ORG,1
1 1/2 pound,QUANTITY,1
the MOCAFE Azteca,LAW,1
as much as 5,CARDINAL,1
nearly 3 bucks,MONEY,1
June 24th of this year,DATE,1
just 45,CARDINAL,1
almost $0.40,MONEY,1
as good as 2,CARDINAL,1
La Parisienne Couture Cocoa,ORG,1
3 Tbsp,QUANTITY,1
winter day,DATE,1
Nom Nom,PERSON,1
Truthfully,FAC,1
Better N',ORG,1
EWWWWWWWWWW,ORG,1
9.5,CARDINAL,1
Butter in the past,WORK_OF_ART,1
CLICK,ORG,1
a sad day,DATE,1
2tbs,CARDINAL,1
4-5 inch,QUANTITY,1
GREAT Peanut Butter,ORG,1
Chocolate PB2,PRODUCT,1
Powder,ORG,1
mix 2,CARDINAL,1
94 pounds,QUANTITY,1
Aug,PERSON,1
217,CARDINAL,1
Shazaam,GPE,1
Every night,TIME,1
Protein,GPE,1
Luv,PERSON,1
Peanut Butter Flavor,PERSON,1
15.96,MONEY,1
Great flavor & protein,ORG,1
TBS PB2,PRODUCT,1
about $3.99,MONEY,1
Bell Plantations,ORG,1
tea every morning,TIME,1
nut nut,PERSON,1
PEANUT,PERSON,1
Facebook,ORG,1
at least 1/3rd,CARDINAL,1
2Tbs,CARDINAL,1
mini donuts,PERSON,1
peanut butter.-,PERSON,1
LOT.I'll,ORG,1
6.5 ounces,QUANTITY,1
2Tbsp,CARDINAL,1
1Tbsp,CARDINAL,1
the Powdered Peanut Butter,ORG,1
the last 45 days,DATE,1
a Peanut Butter Chocolate Treat,ORG,1
Energy 2000,ORG,1
Chocolate PB,ORG,1
PB2 Powdered,PERSON,1
money!!Give,PRODUCT,1
peanut noodles,PERSON,1
Weight Watcher's,PERSON,1
this 300%,PERCENT,1
pb&j,ORG,1
nearly two months ago,DATE,1
HUNDREDS OF YEARS,DATE,1
"the ""Rock On""",PRODUCT,1
six dollar,MONEY,1
10years,ORDINAL,1
Bell's,ORG,1
Bell,ORG,1
FitzNuts,GPE,1
PB,PRODUCT,1
energyI,PRODUCT,1
under 200,CARDINAL,1
Global Brands Energy 2000,ORG,1
over $11,MONEY,1
eighty-nine cents,MONEY,1
PB2 Chocolate,ORG,1
nearly $12,MONEY,1
SMOOTHIES,ORG,1
"PB2,frozen",ORG,1
Peanut-e-licious,WORK_OF_ART,1
Comparing 190,ORG,1
spinach!(can't,PERSON,1
Peanut Butter Everyday,PERSON,1
lastly-----it,ORG,1
late YESTERDAY afternoon,TIME,1
around 1:30,TIME,1
14.8 grams,QUANTITY,1
PBS,ORG,1
peanut butter!I,PERSON,1
Creamy Jif,PERSON,1
Chocolate Shakeology,ORG,1
PB2 + APO,FAC,1
the Chocolate Peanut Butter Cup,ORG,1
43 teenie pieces).As,QUANTITY,1
Weight Watcher's Points Plus,ORG,1
PB2 - Peanut Protein Powder,ORG,1
Yum Yum - this,PERSON,1
Frozen Yocurt,ORG,1
Yummy,LOC,1
peanut butter &,ORG,1
Peanut Butter,ORG,1
Carries,ORG,1
flavor(2 Tbsp,PERSON,1
pb2,PRODUCT,1
Tbsp PB2,PERSON,1
Amazing Meal,PERSON,1
pb2,LOC,1
EASIER,ORG,1
peanut paste,PERSON,1
5 cup,QUANTITY,1
2 months ago,DATE,1
Jell,ORG,1
smoothie,PERSON,1
peanut butter/banana,PERSON,1
PB2,EVENT,1
Slim-Fast,WORK_OF_ART,1
tasty dessert,PERSON,1
this this morning,TIME,1
3 cups every morning,QUANTITY,1
Mixed,PERSON,1
Spreads,PERSON,1
2 tsp,QUANTITY,1
2cents,CARDINAL,1
th&eacute,CARDINAL,1
almost $8.00,MONEY,1
Great Peanut Butter,PERSON,1
Vitatop,PERSON,1
10 or so one,CARDINAL,1
Justin,ORG,1
EXCELLANT,PERSON,1
only 1pp,CARDINAL,1
104,CARDINAL,1
130 pounds,QUANTITY,1
over two,CARDINAL,1
Diabetic Living,ORG,1
Bigelow Vanilla Caramel,ORG,1
pm,TIME,1
Smoothies,ORG,1
the last 18 months,DATE,1
PB2 Powdered Peanut Butter,ORG,1
strawberry jelly,PERSON,1
Few days later,DATE,1
90 day,DATE,1
Great Peanut Butter Option,ORG,1
Ben,PERSON,1
Jerry,PERSON,1
p2,PRODUCT,1
only 240,CARDINAL,1
Reviews,PERSON,1
420,CARDINAL,1
Tetley's,ORG,1
"the ""Light Oat Bread",LAW,1
Minor`s,ORG,1
Maldon Salt,PERSON,1
Healthy Chew,PERSON,1
my Cairn Terrier,FAC,1
Chew Treat,PERSON,1
healthy dog treats,PERSON,1
the International Coffee's,ORG,1
Search,ORG,1
Instinct Grain-Free Salmon,ORG,1
RD,ORG,1
Salmon to 3/4,CARDINAL,1
Hills Science RD,PERSON,1
Golden Curry,LOC,1
the S&B Mild,WORK_OF_ART,1
Vermont Mild,FAC,1
just over $13 bucks,MONEY,1
Nestle Crunch,ORG,1
Canned Broth &Cubes,ORG,1
about 60 cents,MONEY,1
Cafe Francais,ORG,1
Butterfinger Baby Ruth,PRODUCT,1
sulphur,ORG,1
sun,PERSON,1
Nice Gift,ORG,1
C & B12,ORG,1
Caesar salad,GPE,1
last 4 days,DATE,1
G-R-E-A-T,ORG,1
chef!I,ORG,1
Ice Cream,ORG,1
Bigalow Cinnamon Stick,ORG,1
a Shih-tzu,PERSON,1
Nutella,GPE,1
Na,WORK_OF_ART,1
Nutella,FAC,1
MONOR`S,PERSON,1
Best Sea Salt,LOC,1
Slurpishly,DATE,1
curiosity,GPE,1
this 100%,PERCENT,1
Nashville,GPE,1
the New Orleans School of Cooking,ORG,1
Minors,PERSON,1
nutella,ORG,1
less than 48 hours,TIME,1
the Sea in Sea Salt,LOC,1
Yummy Good Quality Concentrate,PERSON,1
Minor's Chicken & Beef Bases---Far,ORG,1
Maldon Salt Rocks,PERSON,1
BCN,ORG,1
Catalan,ORG,1
Barcelona,GPE,1
Litre Case,PERSON,1
last about 30 seconds,TIME,1
Baltic,NORP,1
Osmosis,GPE,1
The Sea in Sea Salt,WORK_OF_ART,1
Eatwhatever,PERSON,1
Eden Mirin,PERSON,1
350 degrees for,QUANTITY,1
Dee-Lish,PERSON,1
the beef & liver variety,ORG,1
Miracle-Gro,ORG,1
this in few years,DATE,1
Sears Hardware,ORG,1
Bigalow Cinnamon Stick Tea,ORG,1
Gnats Gnats Gnats,LOC,1
the first two months,DATE,1
Memorial Day weekend,DATE,1
the 6 months,DATE,1
the fall of 2010,DATE,1
all winter,DATE,1
enough!As,CARDINAL,1
soilI am,QUANTITY,1
Anticaking Agent (Calcium Carbonate,ORG,1
DH,ORG,1
"Seaweed, Salt",ORG,1
Cinnamon Tea,ORG,1
Sea Tangle Powder,ORG,1
Fry,PERSON,1
Natural and Artificial Flavor,ORG,1
Soy Sauce Powder,ORG,1
Seafood Extract (Spicy Cod Roe Powder,ORG,1
kernels)or,PERSON,1
Bonito Extract,ORG,1
about a weeks,DATE,1
Hydrolyzed Wheat Protein,ORG,1
"Monosodium Glutamate, Disodium Ribonucleotides",ORG,1
Haribo Gummy Frogs,PERSON,1
EEEEWWWW,ORG,1
Scott,PERSON,1
at least a quarter,DATE,1
Whirley Pop,PERSON,1
Princeton Popper,ORG,1
JAFFA,ORG,1
Moisture Control,ORG,1
close to a year,DATE,1
The Moisture Control,ORG,1
Jaffa Cakes,PERSON,1
The last 2 years,DATE,1
Yogscast,LOC,1
Ortho,ORG,1
Thousands,CARDINAL,1
WEED,ORG,1
New Era,ORG,1
MiracleGro,ORG,1
Miracle,PERSON,1
10 to 60,CARDINAL,1
Jaffa,PERSON,1
at least 25 inches,QUANTITY,1
Miracle Gro Moisture Control,ORG,1
KEY,ORG,1
hotter days,DATE,1
Haribo,ORG,1
Miracle-Gro - super,PERSON,1
haribo gummy,PERSON,1
Stop Bugging Me,PERSON,1
Scott's,ORG,1
Celtic Sea Salt,LOC,1
Slate Magazine,ORG,1
Stick Tea,PERSON,1
Slate,ORG,1
&,ORG,1
GAIN,ORG,1
POWDER ITS FLAVORLESS,ORG,1
LESS POOP EQUALS,ORG,1
pup,ORG,1
weruva,ORG,1
a Great Cup o' Chocolate,EVENT,1
Jax,GPE,1
Kasia,GPE,1
early winter,DATE,1
last November,DATE,1
Walmar,PERSON,1
the Loving Pet Sticks,LOC,1
Cookies,GPE,1
Brownier,GPE,1
about $2.20,MONEY,1
Loving Pet's,PERSON,1
Chocolate Cinnamon,PERSON,1
only an inch,QUANTITY,1
Only $2.69,MONEY,1
Israeli,NORP,1
Harvest Grains Curry,PERSON,1
Barkster,PERSON,1
Canc&uacute;n,GPE,1
a cool rainy day,DATE,1
12 1/2 year old,DATE,1
Healthy Treat for,PERSON,1
BELLIES VOMITING,PERSON,1
THE ULTIMATE BEST FOOD,ORG,1
SPRING & SUMMER,ORG,1
Turkey Ranchero,WORK_OF_ART,1
DC,GPE,1
about five years ago,DATE,1
Twinings Ceylon OP,PRODUCT,1
Assam,NORP,1
Davidson,NORP,1
About 8 months ago,DATE,1
Va.,GPE,1
Assam Banaspaty Estate Tea,ORG,1
98%,PERCENT,1
Staggs,PERSON,1
thick and hearty,WORK_OF_ART,1
790 mg,QUANTITY,1
Stagg Chili,PERSON,1
Weruva,ORG,1
10-15 dollars,MONEY,1
19 grams,QUANTITY,1
every singe cent,MONEY,1
just days,DATE,1
bigger than a half-dollar,CARDINAL,1
Bloody Miracle,ORG,1
Natural Balance dog food,ORG,1
L.I.D.,NORP,1
disaster!I,PERSON,1
SnackMasters,ORG,1
the Weruva Bed,FAC,1
Weruva Bed,PERSON,1
the first snowy day,DATE,1
these than 10,CARDINAL,1
1.2 oz,QUANTITY,1
Yogi Egyptian Licorice,NORP,1
Laissez Les Bontemps Rouler,PERSON,1
mint & licorice,ORG,1
Bon Appetit,PERSON,1
Zapps,PERSON,1
Cajun zing,LOC,1
My Absolute Favorite Tea & Amazon,ORG,1
KAL Stevia,ORG,1
Zapps Voodoo,ORG,1
Grownups,PERSON,1
Rice Cakes,PERSON,1
half a year,DATE,1
KAL,ORG,1
Six or more months ago,DATE,1
Aveda,DATE,1
3-4 16,QUANTITY,1
the Yogi Egyptian MINT Herbal,ORG,1
Yogi Egyptian Mint Herbal Tea,ORG,1
Animal Crackers,ORG,1
English Sea Salt,LOC,1
Cinnamon Stick Tea,ORG,1
Nutella,PERSON,1
a year or so now,DATE,1
pbj,ORG,1
AWESOME,WORK_OF_ART,1
raisin bagel,PERSON,1
Iron Chef America,ORG,1
the warm months,DATE,1
Kalamati,PERSON,1
Oct 9,DATE,1
about 10:30 a.m.,TIME,1
Southern Colorado,LOC,1
Seal Sama,PERSON,1
just 8 days,DATE,1
2!Although,CARDINAL,1
Olieshop,GPE,1
Schilling,NORP,1
england,GPE,1
This Colombia Blend,ORG,1
Frazzles,PERSON,1
Tesco,ORG,1
3/5/11,CARDINAL,1
Cody B.,PERSON,1
5a.m.,TIME,1
Tasty New Favorite,PERSON,1
Korma,PERSON,1
Korma,FAC,1
Great Sangria,ORG,1
Carrabba,PERSON,1
Granny Smith,PERSON,1
about four months ago,DATE,1
Fruit Varieties,GPE,1
Great Mix for,ORG,1
"promotion""=",ORG,1
Monin Blackberry,PERSON,1
Egyptian Licorice Mint,ORG,1
Blackberry Sangria,PERSON,1
this Twinings Gunpowder Green,LAW,1
$10 Dollars,MONEY,1
v day,DATE,1
"the ""Gold Medal""",LAW,1
Jambalya,PERSON,1
the Black Beans & Rice,ORG,1
Jambalaya,ORG,1
better than ten years ago,DATE,1
Tasty Popcorn,ORG,1
kettle,PERSON,1
The black beans & rice,ORG,1
tten years ago,DATE,1
2 3/4,CARDINAL,1
Cherry Pomegranate,ORG,1
vegetarian tacos/fajitas,ORG,1
kielbasa)and,PERSON,1
5+ years,DATE,1
8OZ,CARDINAL,1
about 23 minutes,TIME,1
Wild Strawberry,PERSON,1
A+,ORG,1
Lemonade,ORG,1
Boil,ORG,1
Blegh,PERSON,1
Raspberry Lemonade,PERSON,1
Perfect Popcorn and Allows Adjustable Salt,ORG,1
Coffee Crisp,PERSON,1
the Stir Crazy,LOC,1
an 11 month,DATE,1
lipton onion dip,ORG,1
Kirkland Signature Cashew Clusters,ORG,1
Zatarain,PERSON,1
Rugers,NORP,1
2.5 ounce kettle,QUANTITY,1
a few extra dollars,MONEY,1
WA State,ORG,1
12 yr,QUANTITY,1
Uncle Lee's,PERSON,1
Tazo Green Tea,ORG,1
thirty dollars,MONEY,1
yummy juice,PERSON,1
5 whole pounds,QUANTITY,1
more than $10,MONEY,1
Cinnamon Mints,PERSON,1
Movie Theatre,FAC,1
August 2010,DATE,1
Product Features,PRODUCT,1
Own Mints,PERSON,1
Murray,PERSON,1
20oz,QUANTITY,1
these a couple of months ago,DATE,1
44ct,ORDINAL,1
23 pounds,QUANTITY,1
Stevia Sweetened Hard Candy,PERSON,1
Maxi-Matic 4,ORG,1
Tooth,PERSON,1
Sturdier,ORG,1
less than $150,MONEY,1
Just a few months ago,DATE,1
Enrico,GPE,1
a little over 3 months,DATE,1
Sodas,ORG,1
Tajine,GPE,1
Immediate,ORG,1
Orville Reddenbacher,PERSON,1
rice syrup,PERSON,1
Oskri Coconut,PERSON,1
Wellness Puppy,GPE,1
Almond Joy,WORK_OF_ART,1
the Canidae ALS,ORG,1
the Oskri Dark Chocolate,ORG,1
SODIU,ORG,1
Akita,NORP,1
me.(1.800.398.1600,NORP,1
the Oskri Dark Chocolate Coconut Bars,ORG,1
MILK,PERSON,1
60-100,CARDINAL,1
7+ years,DATE,1
Russian Roulette,GPE,1
15-20+%,DATE,1
55.00,MONEY,1
Coconut BarThough,PERSON,1
Canidae,WORK_OF_ART,1
COCONUT,PRODUCT,1
april 2012,DATE,1
THE 1st,DATE,1
19 years old,DATE,1
SOJO,ORG,1
All Ages,PERSON,1
Poop,ORG,1
Cashew Clusters,ORG,1
Flint River Ranch,FAC,1
Randomly,PERSON,1
3+ years,DATE,1
late summer,DATE,1
>:(,CARDINAL,1
nuvet,ORG,1
eight 5,DATE,1
Wild,LOC,1
Candiae,PERSON,1
Jetta,PERSON,1
Canadae,ORG,1
several hundred dollars,MONEY,1
Cali,NORP,1
beef stew,PERSON,1
Purina Pro Plan w/ Shredded Chicken,PERSON,1
Yucatan,GPE,1
zippy,GPE,1
Canidea,PERSON,1
1 greyhound,QUANTITY,1
yellowish,NORP,1
2weeks ago,DATE,1
ScienceDiet,ORG,1
palette,PERSON,1
XD Enjoy,PERSON,1
9 weeks,DATE,1
Coats,PERSON,1
eukanuba,GPE,1
Canidae,PERSON,1
AMAZING!!These,NORP,1
an almost 2 year old,DATE,1
3 chihuahuas,TIME,1
Ridgeback,ORG,1
These For The Cats,WORK_OF_ART,1
Salmon Dog,PERSON,1
Ukraine,GPE,1
24 hours old,TIME,1
Garlic Naan Bread,PERSON,1
4 or 5 minutes,TIME,1
Gluten Free Pantry Chocolate,ORG,1
Tandoor,ORG,1
Yummy Brownies,GPE,1
eaters!I,PERSON,1
gluten free pantry brownie,ORG,1
Naan,PERSON,1
an additional 5 minutes,TIME,1
Tandoor Chef Naan,PERSON,1
2 tsp cream,QUANTITY,1
Multi-Purpose Noodles,ORG,1
Fry Rice Noodles,PERSON,1
Linguine,PERSON,1
bamboo,PERSON,1
Sun Luck,ORG,1
Air Force Intelligence Unit,ORG,1
Stellar,NORP,1
Parthenon,GPE,1
GLP,ORG,1
Gluten Free Pantry's,ORG,1
4 ounce,QUANTITY,1
olden days,DATE,1
Cost Plus World Market,EVENT,1
The Gluten-Free Pantry Chocolate,ORG,1
y'rs,PRODUCT,1
Bottles,GPE,1
Guess,ORG,1
about 1/56,CARDINAL,1
Citron Oolong,PERSON,1
Betty Crocker G/F,PERSON,1
the Betty Crocker Brownie Mix,ORG,1
Classic Mints,PERSON,1
the Gluten Free Pantry Favorite Sandwich Bread,ORG,1
Mystic Morning,TIME,1
his month,DATE,1
Aussie,NORP,1
Jade oolong,PERSON,1
Palo Alto,GPE,1
zojirushi,PERSON,1
GF Pantry,ORG,1
Barefoot,NORP,1
Gfree,PERSON,1
Tao,PERSON,1
my lunch hour,TIME,1
Gaia,NORP,1
The Chocolate Truffle Brownie Mix,ORG,1
cream!These,NORP,1
Gaia,PERSON,1
breakfast & lunch,ORG,1
3 capsules,QUANTITY,1
10-12,CARDINAL,1
3oz in ten minutes,QUANTITY,1
4.5 oz in ten minutes,QUANTITY,1
Fenugreek,ORG,1
Gluten -Free Pantry Chocolate,ORG,1
sixty cents,MONEY,1
the Pocket Coffee,ORG,1
the early fall,DATE,1
Pearl Gift,ORG,1
Revolution,LAW,1
Vazer,ORG,1
Coffee-mate's,PRODUCT,1
the CS Perfectly Pear,ORG,1
Vanilla Chai Spice,PERSON,1
every two weeks or so,DATE,1
Pear,WORK_OF_ART,1
at least 10%,PERCENT,1
my 11 year old,DATE,1
T. J. Mulhern,PERSON,1
27 year old,DATE,1
LOVE Wish Pearls,ORG,1
right!!Each,PRODUCT,1
Camellia,ORG,1
the Coffee-Mate Vanilla Caramel Creamer,ORG,1
WalMart,EVENT,1
Unique Essential Eating,PERSON,1
Ocean Spray Cranbery,ORG,1
bogs,GPE,1
Ocean Spray,ORG,1
CJ,DATE,1
Sandra L,PERSON,1
Tricky MarketingCranberry Juice Concentrate,PERSON,1
tender &,ORG,1
a hundred,CARDINAL,1
Gumball,ORG,1
Steeping,GPE,1
Teaosophy's Darjeeling,ORG,1
propylene glycol,PERSON,1
Delisse Mate De Coco,ORG,1
Marley Coffee,ORG,1
JAMN,PERSON,1
You Love Coffeee You Need These,WORK_OF_ART,1
"the ""Pocket Coffee To-Go",ORG,1
Ebay 1st,ORG,1
KNIFE,ORG,1
only $15.00,MONEY,1
Maxi-Matic,ORG,1
File,PERSON,1
67 cents,MONEY,1
the Wal-Mart,FAC,1
dang,PERSON,1
the donut house coffee's,ORG,1
Black Kerala,FAC,1
LEAF TEA,ORG,1
the US Department of Justice,ORG,1
MusicRocksInAustin@gmail.com,ORG,1
Avoderm,ORG,1
Rose Petal Powder,ORG,1
Bitters,ORG,1
2.87,MONEY,1
Way to Expensive,PRODUCT,1
Sunflower Food Stores,ORG,1
"the ""Organic One Love, Ethiopian YirgaCheffe Whole Bean Coffe",LAW,1
without half & half,DATE,1
Teaosophy's,ORG,1
thiamine mononitrate,PERSON,1
yucca schidigera,GPE,1
CARAMEL,ORG,1
Chewy,PRODUCT,1
MiO (,ORG,1
Pumpkin Ice Cream,PERSON,1
Muffins,ORG,1
Pumpkin Bread,PERSON,1
This Beef Stew,EVENT,1
Pumpkin Spice Latte,PERSON,1
Great Product & Reasonable Price,ORG,1
CAUGHT,ORG,1
Ratatouille,GPE,1
Fresh Direct,ORG,1
Amazon Mom,PRODUCT,1
Pumpkin Cheesecake,PERSON,1
the 7 years,DATE,1
4 cents,MONEY,1
Wegmans,ORG,1
Texture,ORG,1
4 28 ounce,QUANTITY,1
28.00,MONEY,1
Barley & Rye Berries,ORG,1
Definate,ORG,1
the Rice Select Royal Blend with Brown & Red Rice,PRODUCT,1
Amaranth Ratatouilli,PERSON,1
Amaranth Ratatouille,PERSON,1
The Soft Wheat & Rye Berries,ORG,1
Indian Butter Chicken,ORG,1
Mama Grain,ORG,1
Jars,ORG,1
Yuck - tastes,PERSON,1
Watery,ORG,1
first!Bottom,PRODUCT,1
only 246,CARDINAL,1
Kiddo,GPE,1
Petcare RX,ORG,1
54.00,MONEY,1
Canadie,ORG,1
Chow,PERSON,1
Dog Food Reviews,ORG,1
Sooooooooo,ORG,1
A week and a half later,DATE,1
Consumer Affairs,ORG,1
Literally,ORG,1
2k,MONEY,1
Home Goods,PERSON,1
the go days,DATE,1
Costa Rica Tazzaru,GPE,1
"early August, 2008",DATE,1
Marshalls,PRODUCT,1
35,DATE,1
10++,PERSON,1
the Canidae Beef,WORK_OF_ART,1
Menu Foods,ORG,1
Coconut Macaroons,PERSON,1
"Thursday July 26, 2012",DATE,1
the next month in a half or so,DATE,1
Lemon & Lime,ORG,1
Stuff,PERSON,1
Twang,GPE,1
about 10 months old,DATE,1
Royal Blend,PERSON,1
onOct 25th,DATE,1
"the ""Chef's",PRODUCT,1
15mo,ORDINAL,1
the Gobble-Gobble & Mango-Spinach-Pear,ORG,1
about two,CARDINAL,1
Bonomos,ORG,1
Chick Chick,FAC,1
20X,CARDINAL,1
"Vanilla, Bananna, Chocolate",ORG,1
18+ month old,DATE,1
Delightful Revival,PERSON,1
Salmon HappyBaby,PERSON,1
few hours,TIME,1
Great College Student Food,ORG,1
Few months later,DATE,1
Gobble Gobble,WORK_OF_ART,1
Beef Stew,GPE,1
15 months old,DATE,1
the HappyBaby Organic Baby Food,ORG,1
10 month olds,DATE,1
tomato/acidic flavor,ORG,1
7 1/2 month old,DATE,1
Avacado,ORG,1
4g,QUANTITY,1
(now 10 months,DATE,1
spinah,GPE,1
Cappaccino Vanilla,PERSON,1
Tic-Tacs,PERSON,1
Green Apple Mountain Dew,PERSON,1
The Chick Chick,PERSON,1
Oct 23,DATE,1
the 50s and 60s,DATE,1
Rye Berries,PERSON,1
Whole Grain Texmati Brown,ORG,1
this Royal Blend,ORG,1
Zojirushi 3 cup,PERSON,1
Nishiki,ORG,1
Insert Happybaby Super Salmon,PERSON,1
"the Happy Baby ""Chick Chick",PRODUCT,1
8:30 in the evening,TIME,1
Happy Baby's,ORG,1
"Water, Sprite",ORG,1
four different days,DATE,1
Beaba,PERSON,1
Sierra-Mist,ORG,1
WARNING RECIPE CHANGED AS OF,ORG,1
Bonomo,PERSON,1
Baby Chick Chick,PERSON,1
elementary school days,DATE,1
Marlene,CARDINAL,1
1981,DATE,1
Happybaby Organic Baby Food,ORG,1
last 36 years,DATE,1
Ish,ORG,1
FEBRUARY 2012,DATE,1
36 Years,DATE,1
1974,DATE,1
2/24/2012,DATE,1
"August 15, 2011",DATE,1
two 44,DATE,1
manganese,NORP,1
$41.99 to $55,MONEY,1
almost 5 years ago,DATE,1
Innova Evo,LOC,1
Deadly Feasts,WORK_OF_ART,1
COCOA BUTTER,ORG,1
about 10 pounds,QUANTITY,1
the Dog Lover's,ORG,1
Science Diet,GPE,1
1/4 cup AM and 1/2,QUANTITY,1
2 cups,QUANTITY,1
flint river,LOC,1
2002,DATE,1
3 days ago,DATE,1
Long Time Loyal Customer NO Longer,ORG,1
a few month,DATE,1
Feb 07,DATE,1
less than 2 mins ago,TIME,1
10yrs,CARDINAL,1
M METABISULFITE,ORG,1
gr Carbs,PERSON,1
Dec 06,DATE,1
about 20 mins ago,TIME,1
Acetaminophen,PERSON,1
early 2006,DATE,1
Rice Syrup,PERSON,1
DVP,ORG,1
Solid Gold Hund N',ORG,1
"SFat,25",ORG,1
NutroMax,ORG,1
SEMI-SWEET CHOCOLATE,ORG,1
Fur,ORG,1
COCOA,ORG,1
trichoderma longibrachiatum fermentation extract,ORG,1
lecithin,PERSON,1
the Mounds Bar,ORG,1
rosemary extract,PERSON,1
inulin,GPE,1
tomato pomace,ORG,1
the Oskri Dark Chocolate Coconut Bar,ORG,1
sheltie,PERSON,1
alfalfa meal,PERSON,1
Canidae,LOC,1
the last few weeks,DATE,1
SULFUR DIOXIDE,GPE,1
40 pound,QUANTITY,1
Explosive Diaherra,ORG,1
MAINTAIN FRESHNESS,ORG,1
NATURAL & ARTIFICIAL FLAVOR,ORG,1
Canidae All Life Stages Dry,ORG,1
Riley,PERSON,1
HYDROLYZED,ORG,1
EMULSIFIER,ORG,1
Eagle Pack,PRODUCT,1
Samson LOVES,PERSON,1
the Discerning Snacker,ORG,1
the first 24 hours,TIME,1
Vomiting,ORG,1
Coconut Bar,PERSON,1
Hills ZD Ultra Allergen Free Prescription Diet,PERSON,1
Costco Kirkland Super Premium,ORG,1
8/2013,CARDINAL,1
Breed Puppy,GPE,1
the next 3 or 4 months,DATE,1
10 week old,DATE,1
Canidae All Life Stages,ORG,1
1.3,CARDINAL,1
Purina Pro Plan,PERSON,1
44#'s,DATE,1
RR,PERSON,1
Rhodesian Ridgeback,FAC,1
Mr. 5%,PERCENT,1
Bernese Mountain Dog,PERSON,1
Eukanuba Large,PERSON,1
less than 6 dollars,MONEY,1
the 4 years,DATE,1
almost 10 years,DATE,1
the 10th,DATE,1
the 17th,DATE,1
42,MONEY,1
38,MONEY,1
TSC,ORG,1
his school day,DATE,1
canidae,ORG,1
8 wks,QUANTITY,1
7-10 days ahead,DATE,1
17 yr old,QUANTITY,1
41.99,CARDINAL,1
yr old,ORG,1
Puggle,PRODUCT,1
10 Month,DATE,1
subpar dog foods,ORG,1
Mastiff,ORG,1
All Life Stages,WORK_OF_ART,1
257,CARDINAL,1
Sheltie-Chow,PERSON,1
15th,ORDINAL,1
a few a day,DATE,1
8g Sfat,QUANTITY,1
Canidae Dog Food,ORG,1
COSTCO,ORG,1
NEW FORMULA,ORG,1
them!They,CARDINAL,1
14g fat,QUANTITY,1
Schnauzers,PERSON,1
the past 17 days,DATE,1
44#,MONEY,1
Coconut Perfection,PERSON,1
the Paleo Diet,LOC,1
Mounds Bar,ORG,1
Foster Smith,PERSON,1
Vizslas,ORG,1
9 year,DATE,1
fat & sugar,ORG,1
HomeGoods,ORG,1
Buzz,PERSON,1
grams)so,PERSON,1
Blue Buffalo-,PRODUCT,1
230,CARDINAL,1
brownie mixes,ORG,1
these this evening,TIME,1
GREEN EXCEPT FOR,PERSON,1
blend:4 EGGS,PERSON,1
Ploughman,PERSON,1
Branston Pickle,ORG,1
it years ago,DATE,1
Kava Kava,PERSON,1
Crohn,PERSON,1
the past 2 weeks,DATE,1
Laker Skytrain,PERSON,1
kcup,PERSON,1
Nalley,ORG,1
Yanks,PERSON,1
Vlasic,ORG,1
$4-5 dollars,MONEY,1
tangy/spicy/sweet flavor,ORG,1
rutabagas,PERSON,1
delicious!I,PERSON,1
Netflix,GPE,1
Great Coffe,ORG,1
Golden Roasted,FAC,1
Own Special Blend,ORG,1
two-three hours,TIME,1
12.50,MONEY,1
Ernest,PERSON,1
28 grams,QUANTITY,1
nearly 60 grams,QUANTITY,1
QTY,ORG,1
Jet Fuel k-cups,PERSON,1
Mimicao,GPE,1
Southern USA,LOC,1
HORRIBLE,WORK_OF_ART,1
gotu kola,PERSON,1
only $6.49,MONEY,1
prilosec,ORG,1
john,PERSON,1
Calming and Bedtime,ORG,1
seven minutes,TIME,1
these every other month,DATE,1
Bedtime Tea,ORG,1
Pomeian,GPE,1
card board,ORG,1
Nutritiously Flavorful,PERSON,1
a few days - yummy,DATE,1
Pomperian,NORP,1
STUFF,ORG,1
Chilli,GPE,1
"the ""Other Ingredients""",ORG,1
100 years,DATE,1
Baltimore,GPE,1
11.55,MONEY,1
39.95.why,MONEY,1
11 a.m.,TIME,1
Calcium-Magnesium-Zinc,ORG,1
October of 2011,DATE,1
400%,PERCENT,1
over 20,CARDINAL,1
Soothes,ORG,1
Yogi Calm Tea,PERSON,1
Jar,PERSON,1
Love Newman's,PERSON,1
Gonna,PERSON,1
Danielle,PERSON,1
WEDGES,ORG,1
off!It,ORG,1
Green mountain Sumatra,PRODUCT,1
Republic of Tea,ORG,1
Woulda Shoulda Coulda,PERSON,1
Own K-cup,PERSON,1
K-Cup Coffee,ORG,1
Yummy Organic Black Tea,ORG,1
A LOT of pesticides & chemicals,WORK_OF_ART,1
Keureg,PRODUCT,1
Understated Earl Grey,PERSON,1
the Newmans Own Special Blend,ORG,1
a Medium Roast Coffee,FAC,1
K-cup,GPE,1
tea many years ago,DATE,1
Coffee People,WORK_OF_ART,1
Earl Greys,FAC,1
WALMARTS,PERSON,1
GAL FOR COFFEE,ORG,1
Earl Grey Creme,PERSON,1
Movie Time Popcorn Cart,ORG,1
the Twinings Aromatics,PRODUCT,1
